Feature,Instance,X,Y,Checkin
A,1,3359.35,2076.13,501
A,2,3955.94,677.39,636
A,3,3012.75,1905.43,603
A,4,3889.1,4809.73,582
A,5,3390.65,165.73,410
A,6,855.02,831.13,539
A,7,4252.08,1104.14,486
A,8,1535.07,205.4,545
A,9,572.0,2954.93,545
A,10,4545.94,4168.87,495
A,11,3508.49,2197.58,714
A,12,2117.34,4783.2,542
A,13,1550.1,3612.24,619
A,14,1195.81,4013.7,651
A,15,2856.87,3063.77,623
A,16,4522.89,2427.51,541
A,17,2185.69,4876.12,629
A,18,1059.1,1255.78,469
A,19,2784.52,166.31,662
A,20,4597.43,3847.71,549
A,21,1940.72,3308.94,766
A,22,693.55,2136.06,685
A,23,349.6,3922.96,543
A,24,92.88,1154.93,618
A,25,911.9,1500.3,497
A,26,1901.49,3509.96,304
A,27,3858.94,481.06,706
A,28,4646.24,626.35,605
A,29,2911.11,3102.38,638
A,30,1210.2,3710.87,629
A,31,4963.44,3574.77,438
A,32,2294.03,4642.5,528
A,33,4915.82,2229.5,643
A,34,2516.32,2999.93,510
A,35,3752.92,2320.17,666
A,36,1221.77,4275.63,603
A,37,1070.51,2093.96,549
A,38,3382.14,3837.34,658
A,39,601.33,4287.84,639
A,40,1863.29,2346.31,554
A,41,3272.93,2260.48,671
A,42,1536.73,4971.88,494
A,43,4029.85,202.06,729
A,44,257.1,4985.53,582
A,45,3277.94,4028.57,577
A,46,2738.66,1112.36,674
A,47,3070.06,1656.63,558
A,48,3922.7,2830.9,507
A,49,1791.41,1809.74,510
A,50,2514.94,923.26,606
A,51,4222.72,2498.69,468
A,52,95.09,2279.66,446
A,53,3760.34,2182.68,595
A,54,3742.69,2496.16,508
A,55,3409.63,349.56,668
A,56,2731.72,2604.75,493
A,57,619.05,3883.02,623
A,58,1481.51,2928.03,653
A,59,808.64,2276.3,611
A,60,1854.49,2983.3,555
A,61,4472.22,2395.67,453
A,62,3516.03,3636.4,540
A,63,3529.13,1997.74,712
A,64,3058.38,460.89,716
A,65,2133.12,1896.09,463
A,66,4538.18,3063.86,549
A,67,2265.41,315.14,745
A,68,1913.14,2872.13,554
A,69,717.32,643.5,582
A,70,3308.72,4327.54,688
A,71,2601.94,2209.86,614
A,72,767.48,762.2,475
A,73,2643.81,638.36,553
A,74,3104.2,3152.27,720
A,75,3562.11,4453.64,550
A,76,2658.31,1663.83,618
A,77,4166.52,2962.99,606
A,78,4578.07,3862.83,730
A,79,3359.56,1634.39,460
A,80,3781.38,1079.25,586
A,81,2967.29,2851.4,582
A,82,272.95,353.97,742
A,83,3818.65,2666.01,619
A,84,3720.02,3217.02,688
A,85,1317.35,641.67,538
A,86,2569.31,359.53,435
A,87,85.56,3649.11,663
A,88,1141.24,4490.6,647
A,89,3221.29,2888.35,581
A,90,694.49,662.31,525
A,91,2257.66,3359.92,627
A,92,359.38,2100.37,415
A,93,2360.89,864.23,305
A,94,952.66,1927.54,473
A,95,3940.67,1065.22,664
A,96,3015.83,1581.38,664
A,97,2259.32,1818.49,545
A,98,3531.47,3792.05,618
A,99,715.87,1960.99,662
A,100,1599.22,1527.06,537
A,101,692.25,3452.79,630
A,102,1940.02,4048.44,509
A,103,3103.36,1528.2,731
A,104,4843.84,280.72,746
A,105,1497.95,4499.59,736
A,106,798.81,768.58,713
A,107,4733.71,1173.17,724
A,108,1199.36,647.15,664
A,109,57.76,4464.76,657
A,110,3103.08,4405.44,541
A,111,3416.56,3474.65,689
A,112,4848.82,4898.94,577
A,113,809.19,604.55,622
A,114,1026.04,1286.77,637
A,115,4806.62,1949.75,613
A,116,4761.83,3326.45,880
A,117,1730.81,1643.87,773
A,118,142.91,3871.62,463
A,119,3572.63,4012.79,550
A,120,152.08,2258.46,692
A,121,4093.08,3393.48,607
A,122,688.11,2757.83,571
A,123,4461.72,4134.64,607
A,124,1959.49,4735.52,654
A,125,2623.41,835.13,575
A,126,562.28,2327.49,639
A,127,4930.69,201.45,624
A,128,3165.86,1799.6,686
A,129,3006.74,3152.74,502
A,130,1682.81,2586.46,761
A,131,932.18,2967.25,529
A,132,2274.41,4719.76,581
A,133,3304.76,4072.84,568
A,134,4671.99,4830.88,492
A,135,1164.02,3716.75,601
A,136,4943.83,500.18,669
A,137,2012.03,2958.53,541
A,138,1581.53,4220.5,687
A,139,1590.04,1908.25,588
A,140,2720.43,2937.0,516
A,141,3859.19,758.41,599
A,142,2649.43,3730.94,569
A,143,4458.46,4284.18,573
A,144,1370.25,4991.9,449
A,145,2297.93,159.87,633
A,146,1842.87,4121.94,583
A,147,1339.74,4947.67,695
A,148,4620.77,4317.24,594
A,149,1286.42,381.94,575
A,150,1875.38,920.31,788
A,151,3567.6,3709.87,522
A,152,224.65,2944.76,653
A,153,1842.01,2921.43,689
A,154,2916.58,2724.91,714
A,155,1862.57,2566.81,594
A,156,1280.24,4111.18,802
A,157,58.65,897.2,650
A,158,3506.47,1108.6,527
A,159,4313.83,2683.45,726
A,160,4076.37,196.3,488
A,161,4272.6,4782.32,698
A,162,4422.68,1764.27,655
A,163,3977.87,811.88,467
A,164,3417.56,2419.32,597
A,165,4343.49,3028.14,685
A,166,627.42,2915.21,493
A,167,643.87,3621.83,569
A,168,2913.89,3056.0,640
A,169,329.84,3991.18,635
A,170,4595.35,4540.31,606
A,171,3318.85,1021.25,665
A,172,1897.75,2756.49,429
A,173,673.67,1226.88,651
A,174,4074.57,255.37,372
A,175,3291.04,4270.98,585
A,176,3352.38,2006.04,703
A,177,3554.52,2766.34,500
A,178,1516.91,2342.39,517
A,179,2289.45,797.4,767
A,180,2898.08,4561.02,611
A,181,4861.93,1950.22,691
A,182,4301.26,1670.86,553
