Feature,Instance,X,Y,Checkin
>,1,3142.39,1858.73,142
>,2,3464.48,167.17,518
>,3,608.46,4485.14,1211
>,4,700.54,3335.57,189
>,5,1788.01,1288.14,792
>,6,1806.16,3441.51,70
>,7,2408.19,3741.39,593
>,8,2248.76,2302.86,1524
>,9,22.08,4033.17,1897
>,10,4472.91,4650.23,670
>,11,1906.61,2.43,1562
>,12,3530.62,451.57,823
>,13,2847.26,4625.07,792
>,14,633.47,3807.09,529
>,15,3189.37,3046.47,285
>,16,4981.06,3982.8,17
>,17,379.33,2261.7,288
>,18,129.58,3041.84,110
>,19,3440.55,3733.57,4362
>,20,4440.82,1499.01,529
>,21,2259.62,1749.78,1004
>,22,1074.24,3288.4,171
>,23,2317.65,1441.93,1473
>,24,3056.15,3001.65,253
>,25,4446.33,2541.29,1669
>,26,4518.37,3298.47,1712
>,27,3162.23,3269.49,201
>,28,462.03,3139.96,398
>,29,3328.11,3012.91,2542
>,30,2319.9,983.39,75
>,31,3851.67,1893.45,232
>,32,146.2,3741.54,1379
>,33,1307.08,2823.36,2458
>,34,3062.18,146.49,778
>,35,3611.81,4206.91,2092
>,36,3862.31,1288.51,1052
>,37,4592.34,2973.9,386
>,38,2390.61,156.83,56
>,39,3928.19,242.22,2350
>,40,3133.92,1405.33,928
>,41,1568.92,2631.82,611
>,42,4360.76,648.09,1925
>,43,3528.1,1682.59,793
>,44,820.56,2109.84,385
>,45,1799.67,1989.62,36
>,46,4713.73,427.64,66
>,47,1413.66,3457.43,1465
>,48,2647.34,366.17,3227
>,49,1603.58,2332.7,940
>,50,1981.32,4494.29,359
>,51,3379.75,2909.67,1051
>,52,4389.84,239.42,2535
>,53,3678.97,3229.86,4365
>,54,3706.13,188.33,840
>,55,878.89,305.2,3283
>,56,4211.77,3085.9,31
>,57,4878.99,914.57,1052
>,58,4414.47,1219.85,4159
>,59,2532.69,4498.11,53
>,60,213.44,4624.49,1000
>,61,2002.8,952.34,93
>,62,3346.82,1622.19,2295
>,63,4493.18,3434.67,552
>,64,4874.85,1134.91,1170
>,65,326.56,2024.44,839
>,66,3553.25,1595.49,401
>,67,3260.89,3639.63,19
>,68,3025.58,3659.25,1624
>,69,3241.98,4121.34,374
>,70,1969.11,298.24,852
>,71,2976.46,632.23,1236
>,72,1230.95,1494.47,4172
