Feature,Instance,X,Y,Checkin
A,1,2251.12,2681.3,1243
A,2,2037.32,3194.56,2598
A,3,1143.5,1545.75,817
A,4,2875.22,1259.63,412
A,5,854.61,3044.96,1600
A,6,3374.32,4723.24,1339
A,7,1938.62,713.23,989
A,8,476.6,3172.12,893
A,9,2889.71,3963.09,907
A,10,3370.02,4196.97,751
A,11,528.57,622.8,190
A,12,2125.21,2924.27,1735
A,13,1883.69,1663.8,2351
A,14,75.26,568.38,699
A,15,3729.5,4776.5,1113
A,16,4496.69,4000.88,1751
A,17,3511.46,1208.55,18
A,18,2591.02,3274.54,1124
A,19,3110.61,2296.18,670
A,20,2534.95,3484.5,585
A,21,1954.88,1853.86,398
A,22,4009.78,2120.55,42
A,23,2855.35,4097.07,99
A,24,1313.88,3291.25,2197
A,25,4861.65,2939.63,1136
A,26,71.42,4641.95,82
A,27,2540.1,2269.73,2619
A,28,1656.69,1487.41,1655
A,29,2728.33,4710.61,1866
A,30,1268.56,2887.54,509
A,31,993.67,3356.51,3131
A,32,3899.52,680.32,346
A,33,4656.5,1356.13,452
A,34,316.4,1224.15,6914
A,35,3145.06,3852.39,3681
A,36,3168.49,3939.09,986
A,37,2932.85,1397.33,105
A,38,3556.47,3154.68,203
A,39,4099.94,4744.86,1064
A,40,1419.19,3039.99,306
A,41,1753.71,874.66,63
A,42,1428.49,4016.04,25
A,43,1132.45,3105.89,559
A,44,1275.84,272.33,888
A,45,2599.69,2126.66,1222
A,46,1388.17,2463.99,2208
A,47,4460.21,3945.92,54
A,48,578.34,744.19,83
A,49,1036.89,4409.23,552
A,50,2003.26,1613.59,664
A,51,3065.67,2067.82,60
A,52,4798.33,3464.62,1564
A,53,3445.76,4152.27,41
A,54,2118.24,1601.06,1177
A,55,1109.62,4837.73,1061
A,56,2764.58,4087.79,1072
A,57,4346.8,2913.22,692
A,58,2695.27,1857.56,2115
A,59,283.46,483.76,1423
A,60,454.14,3644.54,116
A,61,2961.75,3199.54,43
A,62,474.93,38.59,1414
A,63,478.19,3503.8,781
A,64,977.26,3319.46,575
A,65,2761.23,4538.11,556
A,66,79.48,2345.48,242
A,67,4139.23,2694.59,1841
A,68,2599.87,2730.05,2408
A,69,3782.73,4683.59,1415
A,70,3144.56,2266.87,770
A,71,3579.83,3004.55,3399
A,72,3137.02,2106.67,2036
A,73,3322.51,507.09,2597
A,74,4014.25,94.2,131
A,75,4179.41,1222.93,1166
A,76,3732.3,2799.6,497
A,77,4612.1,2503.83,2545
A,78,4727.56,354.14,910
A,79,1928.72,594.48,168
A,80,2068.51,3110.88,261
A,81,1558.75,4100.82,131
A,82,4423.01,2645.11,1607
A,83,4736.34,217.57,855
A,84,2735.89,4297.76,2852
A,85,2485.04,4706.75,971
A,86,4785.81,173.87,117
A,87,1527.25,3053.15,629
A,88,1102.42,4869.22,972
A,89,3127.21,2511.52,4112
A,90,3073.36,3136.28,145
A,91,1642.34,4419.13,390
A,92,118.72,4671.74,3845
A,93,3265.51,2301.75,801
A,94,4957.85,1888.61,144
A,95,582.64,3436.08,334
A,96,4765.17,3134.4,167
A,97,4009.38,2237.26,18
A,98,1199.96,97.46,1329
A,99,339.67,3673.1,1720
A,100,3683.33,4079.02,2091
A,101,322.71,3273.15,734
A,102,4908.19,4811.28,1358
A,103,2730.91,173.32,242
A,104,12.93,963.7,1335
A,105,100.49,3953.15,24
A,106,4909.89,3016.65,1617
A,107,4346.44,4591.23,713
A,108,1338.62,3739.24,4433
A,109,3150.44,2307.85,1406
A,110,9.82,1145.58,2268
A,111,1684.35,1757.12,1977
A,112,685.64,963.24,1008
A,113,4861.26,1165.02,689
A,114,2859.45,3586.28,294
A,115,4322.74,4039.06,682
A,116,3185.73,566.74,247
A,117,4634.21,3110.91,184
A,118,2158.71,4369.66,367
A,119,4234.52,1701.12,183
A,120,2292.73,2177.46,1119
A,121,2472.38,1703.97,1696
A,122,4677.77,2050.16,1642
A,123,2938.18,1974.03,2431
A,124,3782.26,1346.28,14
A,125,419.31,3703.09,658
A,126,3062.74,1434.61,2085
A,127,4480.39,1758.19,3913
A,128,4795.64,264.52,514
A,129,4949.92,2820.07,2008
A,130,1016.98,4073.93,1513
A,131,1635.51,3555.25,2962
A,132,1777.08,1230.85,513
A,133,3701.51,3312.72,1203
A,134,4710.69,3342.23,433
A,135,987.13,4481.66,3279
A,136,3726.53,2630.71,918
A,137,2845.74,1364.28,451
A,138,3492.5,420.28,218
A,139,4139.02,3027.02,267
A,140,1949.85,4761.29,1842
A,141,1755.97,1306.29,50
A,142,592.18,826.3,585
A,143,4374.72,3371.9,275
A,144,4738.43,2795.14,590
A,145,1277.93,2354.57,791
A,146,3237.73,3250.27,287
A,147,3584.83,1885.84,75
A,148,242.18,2946.31,491
A,149,1798.04,1579.81,1578
A,150,4538.99,4465.59,1006
A,151,2393.4,253.59,3973
A,152,2790.55,3184.86,2584
A,153,82.07,1142.48,1074
A,154,4549.41,4239.79,1172
A,155,4081.89,3600.39,65
A,156,290.65,3077.92,615
A,157,1471.68,2303.99,879
A,158,4605.02,4799.5,409
A,159,50.23,4510.29,326
A,160,1534.86,4156.19,3058
A,161,1434.32,2426.73,549
A,162,1229.21,3892.86,995
A,163,4025.29,4472.43,1832
A,164,3878.07,1391.53,1944
A,165,3436.51,3087.45,1067
A,166,4528.05,3559.69,1690
A,167,2142.56,1947.16,217
A,168,3920.22,65.1,2905
A,169,2044.52,854.6,806
A,170,1947.47,1922.05,832
A,171,1993.49,639.44,189
A,172,4524.73,160.44,1303
A,173,3990.06,318.84,928
A,174,1595.14,3032.54,1896
A,175,3404.64,2948.37,480
A,176,3008.63,2055.67,2448
A,177,3427.99,3217.68,4609
A,178,3657.07,4863.69,3481
A,179,4460.94,719.9,1710
A,180,2314.04,4829.74,1164
A,181,4859.08,374.54,1548
A,182,801.97,4528.46,44
A,183,3827.83,2017.71,532
A,184,3745.14,2001.0,1392
A,185,907.79,810.41,631
A,186,791.63,2355.94,2130
A,187,3254.38,488.26,648
A,188,2791.82,1263.07,487
A,189,2420.34,1009.91,48
A,190,1676.45,3852.14,652
A,191,1430.92,3758.32,1499
A,192,3155.87,3222.7,1735
A,193,2244.36,4684.32,1314
A,194,4650.69,3580.02,1565
A,195,938.18,830.72,607
A,196,2877.12,2532.33,615
A,197,1400.21,1304.64,640
A,198,2977.94,1235.98,104
A,199,1764.6,1426.19,104
A,200,2661.02,1811.7,1450
A,201,4153.66,2125.47,1288
A,202,2445.49,894.98,399
A,203,3185.0,168.11,704
A,204,1653.91,2390.3,1045
A,205,3275.12,329.46,711
A,206,1137.39,1336.32,480
A,207,1035.72,4225.1,1638
A,208,2971.15,1152.18,1197
A,209,2492.73,2140.55,806
A,210,1296.22,1190.1,1050
A,211,845.19,1233.58,726
A,212,647.07,1312.01,475
A,213,1359.58,897.92,383
A,214,547.0,3268.23,343
A,215,1695.85,1210.28,72
A,216,1043.34,1108.47,59
A,217,108.52,3928.61,648
A,218,930.82,3668.87,136
A,219,2828.03,33.68,141
A,220,545.2,3408.25,303
A,221,1016.61,3962.21,375
A,222,4761.29,2946.36,1009
A,223,3792.29,110.78,53
A,224,2443.93,3775.92,273
A,225,172.21,2489.63,939
A,226,1272.66,401.32,1233
A,227,893.82,3904.96,2967
A,228,3848.01,1270.8,318
A,229,1016.42,730.34,117
A,230,876.17,3967.54,598
