Feature,Instance,X,Y,Checkin
A,1,3728.28,4362.27,879
A,2,631.39,1158.05,2450
A,3,2463.74,58.69,1535
A,4,4047.82,766.39,224
A,5,3974.17,672.32,955
A,6,2381.23,2029.41,209
A,7,2912.31,4293.24,19
A,8,438.49,4892.54,131
A,9,1337.14,2847.35,2202
A,10,3387.96,2094.66,505
A,11,64.61,481.43,699
A,12,4029.9,1789.95,1192
A,13,795.45,1173.32,203
A,14,4842.49,3934.6,88
A,15,1576.87,4342.89,692
A,16,4593.45,1446.58,164
A,17,3739.33,1178.55,2113
A,18,2681.37,4246.41,2696
A,19,1118.06,2189.59,1438
A,20,4838.64,1030.61,74
A,21,4447.58,4078.87,1212
A,22,1219.33,3326.75,1402
A,23,4803.23,2387.3,197
A,24,1903.88,71.08,1450
A,25,3541.04,701.33,243
A,26,2647.14,4001.68,507
A,27,2038.22,4283.48,62
A,28,3846.1,3883.73,142
A,29,224.8,3152.76,3134
A,30,4344.64,2922.03,448
A,31,3153.31,900.49,1720
A,32,170.19,2339.99,197
A,33,1906.34,67.49,1457
A,34,1248.97,5004.42,78
A,35,4319.35,2019.1,128
A,36,4161.8,637.8,16
A,37,4669.87,1962.4,1499
A,38,2155.17,298.41,757
A,39,1995.62,4524.61,1183
A,40,222.2,2065.51,3618
A,41,1695.82,1467.09,655
A,42,479.33,3676.82,1041
A,43,1961.01,2268.11,256
A,44,3660.88,3418.5,1432
A,45,2263.67,23.66,1301
A,46,3498.6,2987.45,1248
A,47,423.86,2350.13,79
A,48,3523.09,990.44,792
A,49,3256.33,378.9,1733
A,50,1927.66,1156.85,895
A,51,1421.9,33.91,446
A,52,996.18,1316.62,2213
A,53,1939.35,4181.65,2135
A,54,3119.53,3991.58,388
A,55,1664.58,1466.14,641
A,56,4849.42,3649.77,129
A,57,4218.89,2998.24,671
A,58,2177.28,913.59,1435
A,59,4486.8,673.49,280
A,60,4024.51,3227.56,37
A,61,1976.1,2901.74,195
A,62,3007.53,1684.6,870
A,63,4813.89,4802.5,127
A,64,4769.44,2887.04,486
A,65,41.82,523.56,1001
A,66,4328.87,2986.25,646
A,67,4631.79,3911.35,1708
A,68,4688.56,4902.31,32
A,69,1375.53,3108.31,101
A,70,1782.68,1410.96,1867
A,71,2631.76,4442.03,362
A,72,4304.81,640.34,3745
A,73,163.65,3049.97,59
A,74,3021.3,4383.44,1008
A,75,3355.38,2709.61,31
A,76,3473.05,4265.86,689
A,77,3001.08,862.65,2843
A,78,247.2,1866.78,677
A,79,1831.61,3438.67,914
A,80,4055.37,4167.43,588
A,81,1105.82,3920.5,1220
A,82,1247.79,3697.68,536
A,83,4127.82,3152.62,756
A,84,26.55,1556.25,1625
A,85,2665.8,2962.31,1075
A,86,4965.54,2023.04,291
A,87,276.29,2034.9,1276
A,88,4987.25,2366.09,400
A,89,4501.73,113.02,2182
A,90,1252.97,1413.31,889
A,91,1512.16,772.69,789
A,92,4381.49,4591.86,693
A,93,2462.7,765.94,506
A,94,4537.81,4769.03,1074
A,95,61.52,1156.96,1395
A,96,4832.15,1951.33,413
A,97,962.68,2570.41,2844
A,98,4650.8,2466.81,2423
A,99,3129.4,45.36,1324
A,100,4756.43,1906.62,812
A,101,3550.6,2580.18,486
A,102,2741.22,1750.47,2589
