Feature,Instance,X,Y,Checkin
A,1,1859.47,1378.5,1545
A,2,2546.98,2614.1,1139
A,3,872.11,2787.97,77
A,4,2231.05,1038.09,277
A,5,4880.7,175.29,47
A,6,1928.5,1354.49,6312
A,7,2080.53,971.25,28
A,8,3426.44,3116.3,2423
A,9,3731.14,4710.85,510
A,10,1726.43,3888.26,285
A,11,2532.9,2916.46,16
A,12,4662.87,3424.62,754
A,13,4135.73,1745.52,1912
A,14,2202.29,1955.59,547
A,15,2143.89,3889.06,5685
A,16,528.8,4348.54,577
A,17,1209.22,3976.49,110
A,18,1292.27,4915.18,2789
A,19,4436.4,3875.26,657
A,20,3082.17,2072.07,135
A,21,2997.77,1511.15,1207
A,22,251.7,3623.28,3395
A,23,4766.1,4948.89,219
A,24,383.43,3823.1,506
A,25,1946.55,2516.88,1295
A,26,690.74,966.22,191
A,27,2485.08,1322.99,450
A,28,168.93,4328.84,1612
A,29,4087.65,3790.67,1263
A,30,4432.04,3375.0,1181
A,31,4024.14,2122.51,481
A,32,71.5,1505.51,736
A,33,1.14,4102.09,267
A,34,4026.24,2186.05,596
A,35,3800.1,2819.94,2026
A,36,3619.03,1359.67,202
A,37,943.4,3543.67,1073
A,38,2373.51,2537.93,1458
A,39,3081.02,22.29,2303
A,40,2383.74,1694.4,337
A,41,1722.36,887.79,969
A,42,3088.95,1942.83,1511
A,43,3334.03,4379.29,6248
A,44,3556.27,4407.79,973
A,45,1044.27,876.01,937
A,46,4343.08,123.56,1089
A,47,4013.47,3246.33,704
A,48,621.26,3143.75,1771
A,49,1222.4,3656.79,896
A,50,341.4,4612.41,19
A,51,873.61,40.59,438
A,52,2847.48,2792.36,1922
A,53,1640.51,3974.19,140
A,54,2844.8,4587.88,383
A,55,426.8,1627.54,804
A,56,561.62,2991.45,662
A,57,4580.32,2954.18,4904
A,58,868.09,4712.26,594
A,59,2841.09,4995.98,295
A,60,47.01,3631.77,1191
A,61,1233.36,1080.01,631
A,62,1426.07,4414.81,736
A,63,751.68,4758.52,69
A,64,3718.5,4271.75,47
A,65,1966.78,2869.43,1747
A,66,2579.75,404.02,201
A,67,966.58,940.41,1641
A,68,4062.51,4606.21,355
A,69,4873.27,1860.23,1202
A,70,307.73,4064.46,705
A,71,3317.43,2150.1,179
A,72,3856.99,2171.77,3346
A,73,740.63,1152.16,136
A,74,592.35,734.71,541
A,75,686.19,3546.02,1456
A,76,3254.42,3485.48,217
A,77,2026.42,3646.06,1150
A,78,3612.33,1442.45,1288
A,79,3274.92,4198.9,437
A,80,509.33,3064.37,7915
A,81,206.87,4361.27,244
A,82,528.92,4228.55,375
A,83,480.42,1422.8,130
A,84,4493.21,2139.75,1687
A,85,1148.46,1810.23,77
A,86,1710.74,1141.53,60
A,87,916.79,1774.08,1916
A,88,4314.29,2259.14,1789
A,89,2078.97,3628.31,869
A,90,2653.34,1811.84,418
A,91,796.85,2803.07,500
A,92,1455.91,2487.47,3925
A,93,1214.86,830.56,1356
A,94,2761.44,4771.03,789
A,95,1047.46,4723.58,86
A,96,2225.32,1632.58,1696
A,97,4533.88,398.3,201
A,98,1464.2,2390.56,331
A,99,1158.48,1279.71,10
A,100,4588.08,4215.65,763
A,101,3627.06,1096.69,1270
A,102,868.98,1735.44,308
A,103,2234.19,544.99,179
A,104,2394.92,2559.61,1427
