Feature,Instance,X,Y,Checkin
A,1,1051.52,725.5,677
A,2,3667.44,3960.08,303
A,3,4820.08,1412.63,928
A,4,1810.5,4476.66,902
A,5,2933.49,2225.13,557
A,6,3470.86,275.41,1556
A,7,2942.89,3107.54,2574
A,8,3726.09,1248.18,270
A,9,2873.41,1182.69,1628
A,10,2224.77,562.72,47
A,11,1116.83,475.8,2271
A,12,4286.69,1548.83,1678
A,13,4764.59,1201.0,3906
A,14,2148.45,1424.21,76
A,15,255.8,4257.85,1675
A,16,274.79,826.28,1331
A,17,3385.62,3301.22,4862
A,18,3346.57,4654.17,1035
A,19,2697.17,1111.96,797
A,20,1472.94,2537.68,680
A,21,1255.3,2326.93,46
A,22,1320.65,3259.36,322
A,23,2718.37,2053.51,1291
A,24,2900.96,2822.2,855
A,25,3294.46,3037.48,478
A,26,2664.31,1872.07,1764
A,27,1102.48,4180.39,650
A,28,2889.07,4178.09,75
A,29,3735.67,1896.99,904
A,30,994.07,2707.51,16
A,31,1927.65,2301.24,1021
A,32,4695.53,3730.28,826
A,33,2920.62,782.64,1001
A,34,2746.47,1302.15,1478
A,35,1787.86,1290.28,1103
A,36,248.08,127.32,360
A,37,2661.72,4797.73,1003
A,38,1694.0,4719.46,1076
A,39,2166.64,3516.13,2962
A,40,4529.43,3958.71,333
A,41,3321.89,2146.06,1180
A,42,3918.55,4625.64,769
A,43,4592.12,4403.36,542
A,44,1318.46,4679.6,2291
A,45,1296.59,1001.09,1165
A,46,4248.84,4698.23,939
A,47,317.34,644.31,3997
A,48,995.36,316.1,134
A,49,1897.97,1937.08,2948
A,50,4746.32,1474.17,245
A,51,663.75,2628.76,97
A,52,2200.6,4505.46,229
A,53,1240.53,1415.07,1802
A,54,4727.74,1889.37,265
A,55,767.88,4369.09,1073
A,56,3962.8,3065.19,396
A,57,130.5,4800.48,237
A,58,1020.94,3384.48,2467
A,59,4401.31,4118.82,297
A,60,3206.4,4948.92,1800
A,61,4573.29,1320.16,1002
A,62,1395.47,583.7,1365
A,63,4431.87,3740.9,2774
A,64,4157.44,190.09,236
A,65,4918.92,2256.02,444
A,66,478.76,1638.21,84
A,67,2826.4,3396.4,949
A,68,3347.58,279.84,32
A,69,2772.15,4189.24,202
A,70,4860.56,149.95,3117
A,71,1414.86,4325.0,2729
A,72,4258.76,4383.09,1136
A,73,4685.72,3114.64,2723
A,74,4080.89,4249.04,2619
A,75,322.9,4174.85,1235
A,76,1437.55,3374.7,1904
A,77,958.2,1629.46,848
A,78,1464.02,501.28,493
A,79,4426.91,2148.39,46
A,80,4053.71,3199.12,1074
A,81,757.14,4306.89,479
A,82,171.96,1873.44,416
A,83,1339.9,4772.59,2909
A,84,1777.55,1911.36,126
A,85,3113.2,2293.82,602
A,86,373.65,373.48,715
A,87,1146.96,391.13,627
A,88,1485.1,2687.28,1005
A,89,2058.12,2419.83,2705
A,90,1790.7,2246.63,226
A,91,1315.0,368.78,433
A,92,3922.59,2949.95,1532
A,93,3895.97,3593.78,995
A,94,833.14,729.16,149
A,95,2997.87,109.07,536
A,96,5002.31,2551.59,929
A,97,2195.18,2306.32,908
A,98,3280.45,4268.97,260
A,99,874.71,4966.88,1937
A,100,790.06,2741.64,2980
A,101,3052.95,3567.0,220
A,102,774.91,2819.05,558
A,103,4379.59,1049.64,832
A,104,2265.97,591.24,2395
A,105,2546.28,1361.56,767
A,106,2630.62,493.83,324
A,107,1255.11,209.18,576
A,108,580.1,2989.06,645
A,109,4735.99,3120.19,738
