Feature,Instance,X,Y,Checkin
A,1,1032.32,2043.09,4716
A,2,1038.72,2047.75,545
A,3,1039.42,2049.97,79
A,4,4394.18,1246.35,967
A,5,4392.1,1248.86,521
A,6,4395.96,1256.03,349
A,7,2025.1,87.5,126
A,8,2018.31,97.87,449
A,9,2020.75,99.59,2751
A,10,604.7,2967.85,257
A,11,611.89,2967.57,1795
A,12,607.88,2977.21,1089
A,13,3236.34,2514.06,1477
A,14,3227.57,2511.58,838
A,15,3224.55,2513.51,1062
A,16,416.63,2077.03,2373
A,17,408.35,2072.59,73
A,18,418.65,2075.52,879
A,19,522.8,1371.42,625
A,20,519.3,1367.7,1263
A,21,524.74,1373.0,42
A,22,4057.04,2571.44,642
A,23,4057.84,2568.05,938
A,24,4062.2,2572.61,351
A,25,1195.8,114.34,2034
A,26,1196.33,108.05,33
A,27,1198.88,118.65,63
A,28,3679.27,1824.23,69
A,29,3668.74,1817.36,161
A,30,3673.48,1821.53,780
A,31,1051.01,2564.06,34
A,32,1063.72,2564.37,188
A,33,1050.81,2567.96,165
A,34,1272.46,2727.26,24
A,35,1264.39,2720.25,899
A,36,1264.31,2718.14,210
A,37,2678.59,3654.05,2178
A,38,2672.66,3653.62,414
A,39,2667.91,3661.73,1211
A,40,2881.28,2871.08,1727
A,41,2889.35,2864.26,1143
A,42,2890.75,2870.02,21
A,43,3219.06,3077.68,1174
A,44,3211.83,3085.86,59
A,45,3214.29,3080.95,1906
A,46,690.56,1108.86,655
A,47,696.7,1098.13,200
A,48,690.64,1097.25,514
A,49,4109.29,130.0,250
A,50,4115.47,130.19,1232
A,51,4102.07,135.82,171
A,52,1098.77,287.0,880
A,53,1095.69,291.51,956
A,54,1094.56,296.18,54
A,55,3317.24,1292.55,554
A,56,3315.2,1287.74,2013
A,57,3321.63,1287.73,1340
A,58,3212.58,3533.48,690
A,59,3212.36,3536.4,537
A,60,3218.16,3524.05,953
A,61,594.22,2865.3,445
A,62,595.26,2856.08,176
A,63,592.65,2863.6,1677
A,64,3008.94,1483.57,23
A,65,3002.72,1477.22,168
A,66,3014.27,1477.63,649
A,67,4681.65,2287.44,497
A,68,4674.19,2290.97,2042
A,69,4674.44,2293.08,1271
A,70,1282.77,4200.84,953
A,71,1286.26,4206.21,980
A,72,1289.75,4206.18,578
A,73,2490.93,4945.07,404
A,74,2479.75,4946.46,601
A,75,2482.22,4946.57,226
A,76,2739.87,1718.43,2703
A,77,2727.63,1717.94,1486
A,78,2740.4,1718.64,585
A,79,13.13,553.52,105
A,80,21.48,548.06,840
A,81,22.89,551.74,2815
A,82,2148.97,4807.24,181
A,83,2149.59,4797.65,2923
A,84,2143.01,4804.19,2665
A,85,4729.36,915.77,558
A,86,4726.19,917.01,60
A,87,4719.52,915.89,98
A,88,3639.08,4352.05,1662
A,89,3630.83,4352.92,30
A,90,3643.69,4350.95,1573
A,91,2068.77,3635.78,903
A,92,2058.65,3646.2,1876
A,93,2068.54,3638.74,79
A,94,4293.25,4082.59,398
A,95,4301.13,4079.28,11
A,96,4288.06,4084.5,604
A,97,219.71,4120.16,2878
A,98,213.68,4110.0,265
A,99,215.45,4120.94,701
A,100,4219.18,1665.33,107
A,101,4230.74,1668.76,689
A,102,4217.81,1664.54,146
A,103,3649.07,2250.44,2074
A,104,3651.37,2260.65,335
A,105,3653.33,2252.76,383
A,106,3555.09,938.46,3684
A,107,3551.72,942.79,352
A,108,3554.86,936.29,1604
A,109,4970.65,2847.33,2438
A,110,4979.51,2852.06,1865
A,111,4979.8,2849.43,2074
A,112,231.26,624.67,715
A,113,226.75,620.43,233
A,114,234.65,621.14,1480
A,115,847.09,1205.72,319
A,116,840.66,1211.79,1619
A,117,836.55,1209.66,1308
A,118,3879.08,2255.99,1491
A,119,3882.45,2261.69,25
A,120,3875.43,2267.52,953
A,121,3196.84,216.81,781
A,122,3195.2,220.2,2160
A,123,3206.24,214.97,177
A,124,499.84,739.59,706
A,125,501.59,740.03,639
A,126,506.86,732.04,470
A,127,434.31,3159.22,71
A,128,427.04,3167.68,369
A,129,420.79,3162.13,278
A,130,1333.92,4296.75,3179
A,131,1332.38,4293.19,14
A,132,1334.39,4300.22,134
A,133,4781.43,156.96,124
A,134,4779.63,164.41,537
A,135,4777.12,156.05,183
A,136,3190.08,4641.25,475
A,137,3194.56,4651.98,309
A,138,3192.29,4649.52,1056
A,139,2626.36,2709.62,194
A,140,2634.73,2714.3,690
A,141,2621.17,2718.92,427
A,142,666.48,883.83,123
A,143,666.8,898.38,1461
A,144,676.09,888.86,397
A,145,1956.67,4401.05,4792
A,146,1956.79,4394.06,321
A,147,1950.66,4394.4,1955
A,148,3606.98,2942.1,6498
A,149,3606.27,2931.69,158
A,150,3610.21,2943.09,1931
A,151,3153.05,3738.75,935
A,152,3146.41,3727.9,809
A,153,3146.56,3737.3,632
A,154,2938.21,2432.86,1355
A,155,2940.55,2435.65,855
A,156,2931.37,2432.85,696
A,157,2930.33,4150.3,1462
A,158,2939.65,4147.47,123
A,159,2935.9,4141.15,1097
A,160,2674.91,1817.69,4080
A,161,2672.61,1808.9,399
A,162,2666.69,1814.23,188
A,163,2650.57,121.16,459
A,164,2648.7,123.7,273
A,165,2656.06,131.48,1241
A,166,1922.26,605.28,490
A,167,1916.04,616.64,322
A,168,1917.42,602.87,504
A,169,3678.53,3130.19,917
A,170,3678.43,3138.25,1770
A,171,3667.31,3138.53,649
A,172,1496.8,2801.73,529
A,173,1510.71,2802.63,45
A,174,1509.75,2801.51,53
A,175,4079.08,136.14,1301
A,176,4081.88,133.17,1089
A,177,4069.9,144.54,759
A,178,2064.44,3719.63,1372
A,179,2073.56,3723.58,1898
A,180,2069.87,3719.03,2182
A,181,2181.72,584.2,1580
A,182,2191.64,586.27,1872
A,183,2182.95,590.96,13
A,184,4647.54,987.97,2440
A,185,4642.95,979.71,427
A,186,4646.86,979.41,1329
A,187,3212.14,4376.37,46
A,188,3219.45,4388.33,1083
A,189,3217.94,4385.79,257
A,190,3140.05,4047.72,509
A,191,3130.29,4049.27,737
A,192,3130.42,4049.76,373
A,193,4697.17,2832.79,243
A,194,4699.91,2827.11,2671
A,195,4695.27,2834.42,176
A,196,3239.93,1052.81,21
A,197,3232.01,1057.47,1265
A,198,3234.83,1060.47,540
A,199,4352.03,4713.52,1227
A,200,4349.46,4701.91,52
A,201,4361.76,4705.23,414
A,202,1669.9,3705.45,292
A,203,1676.93,3704.64,909
A,204,1671.92,3706.23,991
A,205,1511.76,1532.02,366
A,206,1510.54,1531.43,2875
A,207,1512.71,1532.46,1758
A,208,2776.48,4253.87,482
A,209,2774.33,4257.91,1286
A,210,2769.92,4255.01,1222
A,211,648.49,635.67,85
A,212,647.2,635.84,1697
A,213,642.63,648.49,4989
A,214,2842.23,1020.74,564
A,215,2846.19,1020.94,524
A,216,2838.0,1028.71,515
A,217,92.0,4434.51,277
A,218,101.45,4434.46,129
A,219,103.07,4436.34,293
A,220,1685.44,2866.83,360
A,221,1677.88,2859.77,1150
A,222,1678.74,2870.39,2388
A,223,2466.15,822.7,2533
A,224,2466.21,821.93,688
A,225,2464.5,821.99,381
A,226,4621.31,2194.85,54
A,227,4611.89,2196.53,1344
A,228,4616.09,2189.96,2316
A,229,4814.96,2405.22,804
A,230,4805.58,2403.48,525
A,231,4818.21,2401.14,272
A,232,1824.98,4090.92,793
A,233,1826.97,4087.66,1284
A,234,1822.18,4087.79,1714
A,235,2269.5,4255.13,886
A,236,2271.19,4258.15,943
A,237,2277.25,4249.74,991
A,238,100.41,2429.31,276
A,239,103.18,2424.3,1107
A,240,94.0,2421.6,26
A,241,4467.18,165.0,203
A,242,4473.49,172.81,506
A,243,4472.9,160.54,428
A,244,2557.45,4304.09,1201
A,245,2556.02,4307.79,1160
A,246,2560.46,4303.06,740
A,247,3871.74,4644.34,242
A,248,3871.24,4645.91,570
A,249,3865.68,4640.9,64
A,250,4384.93,2434.16,2574
A,251,4377.17,2438.57,595
A,252,4375.7,2434.0,625
A,253,1992.03,3750.7,193
A,254,1987.58,3745.17,573
A,255,1994.2,3750.47,332
A,256,1754.56,4860.52,1673
A,257,1753.1,4861.14,498
A,258,1748.23,4864.44,242
A,259,705.26,1924.26,861
A,260,714.17,1917.68,49
A,261,710.15,1915.99,16
A,262,452.69,3709.84,3592
A,263,463.05,3720.48,86
A,264,453.51,3711.29,1637
A,265,2506.44,4510.89,835
A,266,2507.15,4509.73,654
A,267,2502.62,4511.85,1665
A,268,3815.36,1634.0,1191
A,269,3801.85,1631.69,425
A,270,3806.21,1628.92,2635
A,271,3616.31,2462.76,495
A,272,3628.27,2468.03,4165
A,273,3619.6,2462.21,1339
A,274,1396.48,3506.63,210
A,275,1395.27,3509.3,1415
A,276,1399.99,3499.86,643
A,277,1790.1,4896.56,83
A,278,1783.28,4903.56,67
A,279,1791.95,4901.41,172
A,280,2070.02,2837.82,594
A,281,2077.7,2843.62,881
A,282,2082.11,2846.61,725
A,283,3904.57,3067.11,219
A,284,3907.0,3056.41,547
A,285,3898.26,3061.82,1142
A,286,4179.07,2583.17,160
A,287,4181.8,2581.91,460
A,288,4174.23,2588.68,178
A,289,578.53,1608.61,926
A,290,580.72,1607.19,702
A,291,579.49,1600.97,953
A,292,797.19,1234.89,384
A,293,804.16,1222.75,183
A,294,798.88,1233.93,1337
A,295,4202.87,3027.84,1307
A,296,4197.55,3022.16,1485
A,297,4202.3,3027.62,3674
A,298,3430.5,1841.63,2521
A,299,3426.85,1843.1,542
A,300,3425.7,1832.86,406
A,301,1689.9,1124.5,951
A,302,1691.15,1126.01,216
A,303,1685.96,1119.7,1962
A,304,1277.71,611.68,165
A,305,1279.22,611.57,2019
A,306,1285.72,599.75,19
A,307,3163.44,2407.68,330
A,308,3161.88,2415.09,3289
A,309,3154.33,2405.44,1650
A,310,2082.5,2066.24,851
A,311,2070.79,2072.07,581
A,312,2082.11,2062.18,209
A,313,1629.82,4915.58,486
A,314,1627.41,4911.03,179
A,315,1634.99,4920.04,927
A,316,2165.82,948.26,330
A,317,2170.5,959.2,2330
A,318,2172.38,948.17,217
A,319,1885.36,617.7,1247
A,320,1884.63,627.86,1670
A,321,1888.89,630.96,1344
A,322,3160.96,2682.1,6992
A,323,3160.23,2684.23,1249
A,324,3168.12,2684.49,137
A,325,2499.14,4518.52,513
A,326,2499.98,4513.91,663
A,327,2501.2,4511.55,944
