Feature,Instance,X,Y,Checkin
A,1,3305.02,1646.96,3055
A,2,3309.38,1650.17,2798
A,3,3798.88,2061.52,3742
A,4,3807.93,2051.88,341
A,5,1043.2,352.41,791
A,6,1037.29,361.25,242
A,7,309.71,4045.87,634
A,8,312.48,4050.72,487
A,9,2539.55,4328.87,1790
A,10,2534.86,4343.03,437
A,11,2799.32,4671.36,532
A,12,2810.98,4674.15,780
A,13,4866.62,2795.36,1708
A,14,4874.46,2789.24,1597
A,15,1012.15,4939.36,2311
A,16,1014.72,4940.21,164
A,17,3585.2,1492.95,124
A,18,3582.19,1487.56,377
A,19,3845.03,4025.79,1556
A,20,3846.06,4027.6,123
A,21,1753.11,3350.54,173
A,22,1752.4,3342.17,29
A,23,1995.01,3293.29,216
A,24,2002.77,3297.99,610
A,25,1996.43,186.82,46
A,26,1992.72,183.79,495
A,27,842.8,3362.2,140
A,28,838.62,3363.05,74
A,29,2693.18,2661.47,234
A,30,2691.21,2670.76,96
A,31,4494.18,2912.33,809
A,32,4494.84,2914.88,17
A,33,759.48,3646.52,902
A,34,767.59,3645.18,587
A,35,3869.37,633.88,153
A,36,3874.04,632.95,19
A,37,802.45,375.46,847
A,38,808.03,375.28,465
A,39,4887.27,3867.1,2607
A,40,4886.71,3856.93,2213
A,41,1451.18,391.93,159
A,42,1446.37,393.32,1112
A,43,3389.08,2674.05,1144
A,44,3396.06,2667.43,3913
A,45,1252.41,1262.46,1182
A,46,1259.35,1261.05,627
A,47,2670.91,848.41,662
A,48,2672.92,849.96,1405
A,49,955.82,4808.22,149
A,50,956.38,4802.25,865
A,51,1004.27,1659.27,2310
A,52,1008.77,1660.5,1432
A,53,2555.48,2179.27,3843
A,54,2551.65,2183.36,1297
A,55,4770.54,669.28,573
A,56,4779.84,662.3,125
A,57,2262.69,1279.77,185
A,58,2260.29,1271.82,259
A,59,1749.27,4732.27,531
A,60,1753.61,4738.66,1089
A,61,28.49,4269.39,2019
A,62,38.77,4279.97,685
A,63,2308.12,16.21,885
A,64,2308.36,12.46,596
A,65,2518.34,2062.66,335
A,66,2519.98,2063.53,266
A,67,3719.47,1668.33,35
A,68,3715.1,1673.93,483
A,69,2058.14,4180.75,2202
A,70,2059.47,4186.3,101
A,71,3351.8,2179.24,3367
A,72,3350.61,2184.39,484
A,73,2154.59,516.32,124
A,74,2157.78,515.75,79
A,75,2071.48,2699.61,2663
A,76,2075.41,2690.45,3007
A,77,1583.26,2641.88,131
A,78,1588.4,2644.16,108
A,79,1141.88,3019.96,379
A,80,1142.05,3014.78,1762
A,81,4809.64,3471.21,684
A,82,4807.36,3470.36,23
A,83,3229.9,1273.99,270
A,84,3233.87,1277.1,327
A,85,2772.11,4203.89,552
A,86,2774.54,4205.76,2273
A,87,483.85,275.93,3038
A,88,482.67,277.75,188
A,89,2641.54,2718.92,1092
A,90,2633.81,2711.75,279
A,91,43.74,2003.37,2511
A,92,42.51,1990.83,1449
A,93,2299.97,1747.31,101
A,94,2303.57,1754.07,785
A,95,1563.5,1779.88,941
A,96,1568.36,1775.51,1062
A,97,249.81,192.04,540
A,98,241.15,190.03,47
A,99,1431.79,2817.44,1315
A,100,1430.7,2807.52,381
A,101,3719.17,3925.71,93
A,102,3711.34,3925.43,1885
A,103,4847.03,2186.94,104
A,104,4848.33,2192.07,2243
A,105,201.72,752.73,388
A,106,207.43,740.98,26
A,107,328.51,4653.18,922
A,108,328.71,4650.25,985
A,109,2412.91,1119.63,330
A,110,2414.74,1117.0,40
A,111,876.88,4338.24,496
A,112,866.26,4326.58,3146
A,113,1604.08,791.3,455
A,114,1601.04,799.29,711
A,115,4220.08,2037.61,526
A,116,4207.08,2029.95,1454
A,117,3796.34,3712.71,2051
A,118,3794.92,3700.96,86
A,119,1316.37,4923.55,1063
A,120,1323.36,4925.94,60
A,121,3170.12,49.22,271
A,122,3171.17,55.74,751
A,123,173.84,2593.11,139
A,124,181.78,2586.9,1300
A,125,107.73,4186.2,237
A,126,107.7,4187.81,321
A,127,706.86,3549.42,856
A,128,703.1,3553.08,1458
A,129,1469.61,4959.71,270
A,130,1469.93,4958.63,981
A,131,1739.74,2701.18,1586
A,132,1734.31,2697.35,885
A,133,208.31,3588.36,588
A,134,205.94,3581.96,5387
A,135,132.21,1071.53,571
A,136,123.15,1069.94,898
A,137,2373.14,4095.24,825
A,138,2370.69,4084.36,317
A,139,153.18,4634.5,101
A,140,145.12,4626.96,291
A,141,2806.9,582.28,1479
A,142,2798.1,573.26,131
A,143,4512.8,1804.74,1465
A,144,4511.83,1804.48,592
A,145,2428.01,4579.03,595
A,146,2426.05,4587.5,737
A,147,1157.87,3736.56,460
A,148,1157.81,3733.37,586
A,149,3257.72,2246.52,217
A,150,3258.59,2245.91,234
A,151,4647.82,3751.83,65
A,152,4641.64,3759.1,3716
A,153,4517.64,1346.98,474
A,154,4510.58,1348.86,564
A,155,18.25,3048.3,535
A,156,18.43,3037.26,2530
A,157,1137.44,3985.7,264
A,158,1148.64,3986.47,773
A,159,1067.19,502.23,2042
A,160,1074.04,509.6,2363
A,161,2803.34,4284.59,319
A,162,2807.68,4288.39,1321
A,163,1393.6,2115.96,329
A,164,1383.91,2114.15,1535
A,165,1070.96,1698.69,1171
A,166,1077.12,1711.4,414
A,167,3248.98,3990.03,276
A,168,3249.61,3984.98,352
A,169,1025.97,2414.12,41
A,170,1026.52,2419.34,12
A,171,2721.25,2413.48,1606
A,172,2712.65,2415.52,209
A,173,2562.96,742.02,416
A,174,2555.33,739.0,1555
A,175,4428.85,3880.49,826
A,176,4440.58,3874.93,1979
A,177,2821.0,4384.54,975
A,178,2816.89,4376.96,69
A,179,2346.57,2833.97,438
A,180,2348.68,2829.1,210
A,181,3621.58,3488.57,2271
A,182,3629.41,3491.43,1665
A,183,1629.53,110.18,994
A,184,1629.42,108.74,1890
A,185,3627.22,833.47,1126
A,186,3620.51,824.58,767
A,187,3439.74,2061.16,917
A,188,3449.74,2057.97,305
A,189,1045.67,2072.02,93
A,190,1044.83,2079.29,141
A,191,4098.67,493.85,82
A,192,4101.3,479.46,883
A,193,4032.51,1580.81,946
A,194,4024.92,1587.3,1891
A,195,2000.23,907.37,2395
A,196,1992.17,900.19,582
A,197,2175.33,3200.43,1926
A,198,2178.54,3200.08,866
A,199,699.22,2056.2,197
A,200,691.44,2050.09,103
A,201,2011.4,3843.59,563
A,202,2017.36,3837.76,181
A,203,795.99,2279.5,1012
A,204,793.0,2283.91,552
A,205,3829.95,431.6,3379
A,206,3833.02,441.25,916
A,207,1080.38,3360.92,193
A,208,1082.67,3354.65,780
A,209,2277.8,3589.01,122
A,210,2283.62,3593.33,973
A,211,3905.82,4310.69,543
A,212,3906.35,4307.16,775
