Feature,Instance,X,Y,Checkin
A,1,1701.81,4905.32,1238
A,2,1700.5,4905.62,512
A,3,1700.49,4918.17,1391
A,4,1703.35,4911.13,340
A,5,4405.49,4882.97,149
A,6,4407.89,4886.92,1310
A,7,4410.54,4881.39,33
A,8,4399.0,4874.92,443
A,9,1126.57,4505.42,3534
A,10,1129.1,4499.81,3001
A,11,1134.96,4513.31,892
A,12,1133.33,4502.31,99
A,13,2677.78,2216.12,946
A,14,2687.44,2203.34,806
A,15,2676.95,2215.91,885
A,16,2674.84,2204.65,1289
A,17,2749.0,1487.37,376
A,18,2756.09,1491.68,1231
A,19,2750.99,1483.14,388
A,20,2758.22,1485.59,514
A,21,2138.08,3387.4,296
A,22,2136.38,3380.46,643
A,23,2146.97,3388.44,423
A,24,2136.0,3390.09,11
A,25,2920.33,1646.89,701
A,26,2912.02,1639.92,319
A,27,2917.71,1636.36,1715
A,28,2924.29,1636.57,83
A,29,78.47,1645.87,712
A,30,69.08,1640.87,937
A,31,75.35,1642.71,37
A,32,71.05,1641.05,302
A,33,4288.95,104.94,1189
A,34,4300.7,110.15,1738
A,35,4289.24,108.22,197
A,36,4289.93,109.4,900
A,37,1827.4,4159.38,1177
A,38,1830.46,4168.86,999
A,39,1822.75,4169.35,212
A,40,1833.45,4170.79,2969
A,41,3276.36,4137.93,4274
A,42,3266.77,4133.15,531
A,43,3268.09,4139.39,309
A,44,3278.72,4134.33,377
A,45,359.38,2578.15,2461
A,46,364.46,2581.34,131
A,47,361.02,2590.79,722
A,48,358.02,2581.8,677
A,49,4984.95,1372.81,619
A,50,4992.9,1376.56,1377
A,51,4986.84,1384.8,57
A,52,4993.31,1386.11,220
A,53,4597.06,1478.57,1790
A,54,4597.79,1470.8,1746
A,55,4593.56,1473.29,800
A,56,4591.38,1470.37,103
A,57,277.74,991.01,1569
A,58,279.33,988.56,1077
A,59,276.19,994.78,940
A,60,275.49,1002.52,325
A,61,335.76,1494.51,131
A,62,336.51,1489.25,478
A,63,340.53,1486.15,232
A,64,335.03,1482.95,457
A,65,4213.22,706.5,169
A,66,4217.82,706.45,1827
A,67,4217.29,709.44,1316
A,68,4211.79,703.03,3309
A,69,4175.7,4951.34,5167
A,70,4187.29,4947.27,1265
A,71,4173.89,4948.62,12
A,72,4182.6,4955.75,253
A,73,3573.3,2161.58,683
A,74,3580.06,2173.6,367
A,75,3582.09,2174.58,714
A,76,3577.27,2171.47,1088
A,77,2377.14,4915.74,949
A,78,2370.48,4915.46,2312
A,79,2372.91,4924.95,657
A,80,2368.44,4924.49,968
A,81,4699.92,599.83,2125
A,82,4691.59,606.93,33
A,83,4686.65,605.22,112
A,84,4690.58,606.57,830
A,85,2082.49,3516.15,1065
A,86,2090.73,3515.97,57
A,87,2079.83,3520.88,1185
A,88,2077.88,3528.84,248
A,89,4421.48,519.41,183
A,90,4425.74,514.99,1379
A,91,4423.89,525.98,1679
A,92,4419.38,520.4,537
A,93,2387.6,2115.89,2048
A,94,2389.92,2123.49,2091
A,95,2379.55,2112.36,950
A,96,2386.03,2114.38,268
A,97,1968.97,1887.88,244
A,98,1972.14,1892.65,2093
A,99,1981.26,1888.0,402
A,100,1971.03,1895.36,1281
A,101,3774.13,3964.92,458
A,102,3770.47,3966.06,351
A,103,3768.81,3957.42,879
A,104,3773.63,3957.74,747
A,105,891.07,3779.09,376
A,106,890.7,3767.88,3963
A,107,887.71,3771.0,1648
A,108,895.53,3781.65,478
A,109,401.96,2606.62,1283
A,110,409.28,2615.64,1265
A,111,400.8,2610.83,156
A,112,411.81,2620.31,613
A,113,3133.62,414.36,3193
A,114,3143.69,414.35,1171
A,115,3139.04,414.74,886
A,116,3137.41,406.55,52
A,117,3705.98,4717.88,665
A,118,3716.07,4724.59,1562
A,119,3704.87,4719.6,1402
A,120,3717.88,4716.7,339
A,121,4547.39,3851.84,565
A,122,4553.63,3854.55,1701
A,123,4556.61,3853.09,1930
A,124,4550.33,3847.54,245
A,125,162.02,4989.33,1426
A,126,158.93,4989.39,1574
A,127,168.68,4991.28,606
A,128,168.62,5001.16,667
A,129,709.55,4714.67,1078
A,130,696.2,4701.25,424
A,131,702.18,4706.33,283
A,132,709.18,4709.75,1555
A,133,1132.89,1337.09,996
A,134,1134.06,1346.04,1540
A,135,1132.1,1344.22,1471
A,136,1130.17,1335.57,1134
A,137,1538.09,4806.19,160
A,138,1527.4,4810.11,463
A,139,1526.26,4801.42,641
A,140,1530.41,4796.31,352
A,141,1441.09,3315.66,1074
A,142,1443.76,3322.3,955
A,143,1447.7,3310.92,1680
A,144,1442.53,3312.41,164
A,145,1092.69,4161.85,2271
A,146,1099.34,4165.07,2482
A,147,1100.04,4167.0,926
A,148,1092.18,4155.39,116
A,149,4813.05,3308.68,326
A,150,4806.74,3296.18,438
A,151,4803.86,3303.39,347
A,152,4802.89,3303.6,130
A,153,3471.73,1379.56,314
A,154,3465.92,1370.08,2472
A,155,3472.44,1377.35,591
A,156,3478.63,1368.33,1275
A,157,3486.44,4396.37,581
A,158,3479.08,4398.5,22
A,159,3493.75,4392.09,1294
A,160,3484.55,4400.57,1762
A,161,3161.94,2120.55,295
A,162,3164.0,2125.11,1146
A,163,3162.87,2118.82,40
A,164,3160.77,2128.45,1738
A,165,2763.46,2485.21,1718
A,166,2770.06,2497.41,805
A,167,2765.39,2492.57,1056
A,168,2773.74,2488.37,367
A,169,2620.12,2247.49,90
A,170,2618.36,2259.5,446
A,171,2617.88,2250.65,79
A,172,2613.26,2251.17,2523
A,173,304.17,4525.27,1416
A,174,309.01,4524.41,647
A,175,306.22,4527.88,605
A,176,307.31,4524.39,472
A,177,3079.51,4283.87,1045
A,178,3081.69,4291.96,558
A,179,3080.96,4282.85,1486
A,180,3084.12,4287.59,134
A,181,1377.19,4298.16,2672
A,182,1375.44,4286.18,228
A,183,1385.64,4296.33,1323
A,184,1383.3,4289.9,723
A,185,3902.81,181.95,513
A,186,3912.82,188.33,441
A,187,3909.79,180.26,1098
A,188,3904.11,185.67,461
A,189,3067.83,2669.03,44
A,190,3071.59,2677.74,235
A,191,3070.48,2677.35,2128
A,192,3061.82,2669.05,834
A,193,3994.39,1349.16,359
A,194,3986.54,1338.79,2497
A,195,3986.14,1338.77,656
A,196,3988.88,1344.75,450
A,197,334.19,1860.33,2559
A,198,330.31,1862.43,115
A,199,334.59,1862.85,624
A,200,341.4,1861.27,794
A,201,2101.07,1633.83,1329
A,202,2109.17,1634.64,3935
A,203,2109.85,1635.67,1711
A,204,2102.04,1626.93,1605
A,205,3944.24,308.71,1429
A,206,3938.83,315.9,1723
A,207,3941.33,309.76,2640
A,208,3949.8,316.97,2487
A,209,2769.98,3186.47,792
A,210,2766.48,3187.73,2117
A,211,2763.81,3185.88,1710
A,212,2777.85,3176.46,936
A,213,3489.13,1368.18,205
A,214,3482.22,1371.86,1170
A,215,3484.15,1361.34,720
A,216,3481.96,1367.73,1921
A,217,752.28,1.8,996
A,218,747.01,7.17,896
A,219,742.65,12.22,206
A,220,755.96,6.52,279
A,221,3906.14,1738.61,144
A,222,3902.97,1737.1,2925
A,223,3909.56,1735.98,70
A,224,3912.55,1744.27,933
A,225,2012.03,4347.78,95
A,226,2000.13,4336.62,109
A,227,2009.9,4346.65,808
A,228,2001.24,4342.63,1475
A,229,3258.46,2956.94,200
A,230,3258.47,2961.14,1186
A,231,3263.39,2957.0,98
A,232,3255.76,2953.36,6390
A,233,3865.1,742.68,165
